full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data
@Bambangmulyonoo Mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri² kabinet.,Bambangmulyonoo Mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri kabinet,bambangmulyonoo mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri kabinet,"['bambangmulyonoo', 'mengentaskan', 'kemiskinan', 'melalui', 'penyediaan', 'lapangan', 'kerja', 'lewat', 'pertambangan', 'perkebunan', 'mobil', 'listrik', 'ternyata', 'gagal', 'yang', 'bisa', 'ya', 'lewat', 'dagang', 'sapi', 'posisi', 'mentri', 'kabinet']","['bambangmulyonoo', 'mengentaskan', 'kemiskinan', 'penyediaan', 'lapangan', 'kerja', 'pertambangan', 'perkebunan', 'mobil', 'listrik', 'gagal', 'ya', 'dagang', 'sapi', 'posisi', 'mentri', 'kabinet']",bambangmulyonoo entas miskin sedia lapang kerja tambang kebun mobil listrik gagal ya dagang sapi posisi tri kabinet
@SelebtwitMobil Gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini. Jauh dari prediksi lima tahun lalu (perkembangan nya cepat),SelebtwitMobil Gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini Jauh dari prediksi lima tahun lalu perkembangan nya cepat,selebtwitmobil gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini jauh dari prediksi lima tahun lalu perkembangan nya cepat,"['selebtwitmobil', 'gak', 'nyangka', 'sih', 'mobil', 'listrik', 'bisa', 'mencapai', 'angka', 'penjualan', 'sebesar', 'ini', 'jauh', 'dari', 'prediksi', 'lima', 'tahun', 'lalu', 'perkembangan', 'nya', 'cepat']","['selebtwitmobil', 'gak', 'nyangka', 'sih', 'mobil', 'listrik', 'mencapai', 'angka', 'penjualan', 'prediksi', 'perkembangan', 'nya', 'cepat']",selebtwitmobil gak nyangka sih mobil listrik capai angka jual prediksi kembang nya cepat
@RandomWorldWar Semoga cuma mobil doang yg nunggak ( listrik air pamnya lancar),RandomWorldWar Semoga cuma mobil doang yg nunggak  listrik air pamnya lancar,randomworldwar semoga cuma mobil doang yg nunggak  listrik air pamnya lancar,"['randomworldwar', 'semoga', 'cuma', 'mobil', 'doang', 'yg', 'nunggak', 'listrik', 'air', 'pamnya', 'lancar']","['randomworldwar', 'semoga', 'mobil', 'doang', 'yg', 'nunggak', 'listrik', 'air', 'pamnya', 'lancar']",randomworldwar moga mobil doang yg nunggak listrik air pamnya lancar
Kembali seputar tetangga Kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh. Dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli. Tapi itu tokennya kehabisan mulu,Kembali seputar tetangga Kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh Dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli Tapi itu tokennya kehabisan mulu,kembali seputar tetangga kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli tapi itu tokennya kehabisan mulu,"['kembali', 'seputar', 'tetangga', 'kok', 'ada', 'yah', 'orang', 'yg', 'betah', 'dengerin', 'suara', 'token', 'listrik', 'abis', 'ganggu', 'banget', 'loh', 'dan', 'orangnya', 'mampu', 'kok', 'punya', 'mobil', 'punya', 'motor', 'tiap', 'sore', 'jajanan', 'lewat', 'di', 'beli', 'tapi', 'itu', 'tokennya', 'kehabisan', 'mulu']","['seputar', 'tetangga', 'yah', 'orang', 'yg', 'betah', 'dengerin', 'suara', 'token', 'listrik', 'abis', 'ganggu', 'banget', 'loh', 'orangnya', 'mobil', 'motor', 'sore', 'jajanan', 'beli', 'tokennya', 'kehabisan', 'mulu']",putar tetangga yah orang yg betah dengerin suara token listrik abis ganggu banget loh orang mobil motor sore jajan beli tokennya habis mulu
Ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,Ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,"['ini', 'yg', 'ngotot', 'proyek', 'mobil', 'listrik', 'pikirannya', 'rusak', 'dari', 'lahir', 'kayaknya', 'eksekusinya', 'kaga', 'jelas']","['yg', 'ngotot', 'proyek', 'mobil', 'listrik', 'pikirannya', 'rusak', 'lahir', 'kayaknya', 'eksekusinya', 'kaga']",yg ngotot proyek mobil listrik pikir rusak lahir kayak eksekusi kaga
Buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,Buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,"['buset', 'petir', 'gedee', 'langsung', 'bikin', 'mati', 'listrik', 'bentar', 'n', 'mobil', 'orang', 'bunyi']","['buset', 'petir', 'gedee', 'langsung', 'bikin', 'mati', 'listrik', 'bentar', 'n', 'mobil', 'orang', 'bunyi']",buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi
@SeliaAisnith @ElaineCelestia Airev dipake nanjak paling bagus sih kalau mobil listrik,SeliaAisnith ElaineCelestia Airev dipake nanjak paling bagus sih kalau mobil listrik,seliaaisnith elainecelestia airev dipake nanjak paling bagus sih kalau mobil listrik,"['seliaaisnith', 'elainecelestia', 'airev', 'dipake', 'nanjak', 'paling', 'bagus', 'sih', 'kalau', 'mobil', 'listrik']","['seliaaisnith', 'elainecelestia', 'airev', 'dipake', 'nanjak', 'bagus', 'sih', 'mobil', 'listrik']",seliaaisnith elainecelestia airev dipake nanjak bagus sih mobil listrik
George Russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu #Russel #PLN #PLNSULUTTENGGO,George Russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu Russel PLN PLNSULUTTENGGO,george russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu russel pln plnsuluttenggo,"['george', 'russel', 'tidak', 'bisa', 'ke', 'garis', 'finish', 'karena', 'mengalami', 'crash', 'sabar', 'ya', 'bang', 'george', 'di', 'balapan', 'berikut', 'pakai', 'mobil', 'listrik', 'aja', 'biar', 'tidak', 'ada', 'masalah', 'siap', 'kami', 'bantu', 'russel', 'pln', 'plnsuluttenggo']","['george', 'russel', 'garis', 'finish', 'mengalami', 'crash', 'sabar', 'ya', 'bang', 'george', 'balapan', 'pakai', 'mobil', 'listrik', 'aja', 'biar', 'bantu', 'russel', 'pln', 'plnsuluttenggo']",george russel garis finish alami crash sabar ya bang george balap pakai mobil listrik aja biar bantu russel pln plnsuluttenggo
@adriel_hendro Wuling Binguo EV ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,adrielhendro Wuling Binguo EV ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,adrielhendro wuling binguo ev ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,"['adrielhendro', 'wuling', 'binguo', 'ev', 'ngebuktikiin', 'kl', 'mobil', 'listrik', 'ga', 'cuma', 'tentang', 'kinerja', 'tapi', 'juga', 'tttg', 'kenyamanan', 'dan', 'gaya', 'hidup', 'modern']","['adrielhendro', 'wuling', 'binguo', 'ev', 'ngebuktikiin', 'kl', 'mobil', 'listrik', 'ga', 'kinerja', 'tttg', 'kenyamanan', 'gaya', 'hidup', 'modern']",adrielhendro wuling binguo ev ngebuktikiin kl mobil listrik ga kerja tttg nyaman gaya hidup modern
@AlifKhoiruddin hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki ,AlifKhoiruddin hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki ,alifkhoiruddin hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki ,"['alifkhoiruddin', 'hasyahh', 'premium', 'premium', 'harang', 'ki', 'ncen', 'kapitalis', 'pemilik', 'mobil', 'listrik', 'iki']","['alifkhoiruddin', 'hasyahh', 'premium', 'premium', 'harang', 'ki', 'ncen', 'kapitalis', 'pemilik', 'mobil', 'listrik', 'iki']",alifkhoiruddin hasyahh premium premium harang ki ncen kapitalis milik mobil listrik iki
 sini kak liat2 mobil listrik kak masuk dulu kak liat unit. ga nyetrum ko. , sini kak liat mobil listrik kak masuk dulu kak liat unit ga nyetrum ko , sini kak liat mobil listrik kak masuk dulu kak liat unit ga nyetrum ko ,"['sini', 'kak', 'liat', 'mobil', 'listrik', 'kak', 'masuk', 'dulu', 'kak', 'liat', 'unit', 'ga', 'nyetrum', 'ko']","['kak', 'liat', 'mobil', 'listrik', 'kak', 'masuk', 'kak', 'liat', 'unit', 'ga', 'nyetrum', 'ko']",kak liat mobil listrik kak masuk kak liat unit ga nyetrum ko
industry otomotif dengan menawarkan produk-produk elektrik yang sesuai dengan kebutuhan konsumen. Saat ini $ASII menjual 6 model Mobil bettery elektrik (BEV) Dan 13 model Mobil hybrid elektrik (HEV) di Indonesia serta sepeda motor listrik EM1 e. Dengan rencana Penambahan,industry otomotif dengan menawarkan produkproduk elektrik yang sesuai dengan kebutuhan konsumen Saat ini ASII menjual  model Mobil bettery elektrik BEV Dan  model Mobil hybrid elektrik HEV di Indonesia serta sepeda motor listrik EM e Dengan rencana Penambahan,industry otomotif dengan menawarkan produkproduk elektrik yang sesuai dengan kebutuhan konsumen saat ini asii menjual  model mobil bettery elektrik bev dan  model mobil hybrid elektrik hev di indonesia serta sepeda motor listrik em e dengan rencana penambahan,"['industry', 'otomotif', 'dengan', 'menawarkan', 'produkproduk', 'elektrik', 'yang', 'sesuai', 'dengan', 'kebutuhan', 'konsumen', 'saat', 'ini', 'asii', 'menjual', 'model', 'mobil', 'bettery', 'elektrik', 'bev', 'dan', 'model', 'mobil', 'hybrid', 'elektrik', 'hev', 'di', 'indonesia', 'serta', 'sepeda', 'motor', 'listrik', 'em', 'e', 'dengan', 'rencana', 'penambahan']","['industry', 'otomotif', 'menawarkan', 'produkproduk', 'elektrik', 'sesuai', 'kebutuhan', 'konsumen', 'asii', 'menjual', 'model', 'mobil', 'bettery', 'elektrik', 'bev', 'model', 'mobil', 'hybrid', 'elektrik', 'hev', 'indonesia', 'sepeda', 'motor', 'listrik', 'em', 'e', 'rencana', 'penambahan']",industry otomotif tawar produkproduk elektrik sesuai butuh konsumen asi jual model mobil bettery elektrik bev model mobil hybrid elektrik hev indonesia sepeda motor listrik em e rencana tambah
@gagahmei Uji emisi disana ketat ci Beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,gagahmei Uji emisi disana ketat ci Beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,gagahmei uji emisi disana ketat ci beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,"['gagahmei', 'uji', 'emisi', 'disana', 'ketat', 'ci', 'beda', 'kalo', 'disini', 'mobil', 'listrik', 'aja', 'pernah', 'ga', 'lolos', 'uji', 'emisi', 'wkwkwkwk']","['gagahmei', 'uji', 'emisi', 'disana', 'ketat', 'ci', 'beda', 'kalo', 'mobil', 'listrik', 'aja', 'ga', 'lolos', 'uji', 'emisi', 'wkwkwkwk']",gagahmei uji emisi sana ketat ci beda kalo mobil listrik aja ga lolos uji emisi wkwkwkwk
Ya Allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,Ya Allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,ya allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,"['ya', 'allah', 'ku', 'belum', 'siap', 'ngadepin', 'kasus', 'expired', 'lg', 'tolonglah', 'naikin', 'produksi', 'mobil', 'listrik', 'itu']","['ya', 'allah', 'ku', 'ngadepin', 'expired', 'lg', 'tolonglah', 'naikin', 'produksi', 'mobil', 'listrik']",ya allah ku ngadepin expired lg tolong naikin produksi mobil listrik
@convomf Bukan sepi job lagi tapi udah di banned karena insiden mengendara mobil dalam keadaan mabuk dan menabrak gardu listrik. Kontrak dia dicancel semua. Di Sokor nyetir dalam keadaan mabuk termasuk kesalahan fatal di mata publik,convomf Bukan sepi job lagi tapi udah di banned karena insiden mengendara mobil dalam keadaan mabuk dan menabrak gardu listrik Kontrak dia dicancel semua Di Sokor nyetir dalam keadaan mabuk termasuk kesalahan fatal di mata publik,convomf bukan sepi job lagi tapi udah di banned karena insiden mengendara mobil dalam keadaan mabuk dan menabrak gardu listrik kontrak dia dicancel semua di sokor nyetir dalam keadaan mabuk termasuk kesalahan fatal di mata publik,"['convomf', 'bukan', 'sepi', 'job', 'lagi', 'tapi', 'udah', 'di', 'banned', 'karena', 'insiden', 'mengendara', 'mobil', 'dalam', 'keadaan', 'mabuk', 'dan', 'menabrak', 'gardu', 'listrik', 'kontrak', 'dia', 'dicancel', 'semua', 'di', 'sokor', 'nyetir', 'dalam', 'keadaan', 'mabuk', 'termasuk', 'kesalahan', 'fatal', 'di', 'mata', 'publik']","['convomf', 'sepi', 'job', 'udah', 'banned', 'insiden', 'mengendara', 'mobil', 'mabuk', 'menabrak', 'gardu', 'listrik', 'kontrak', 'dicancel', 'sokor', 'nyetir', 'mabuk', 'kesalahan', 'fatal', 'mata', 'publik']",convomf sepi job udah banned insiden kendara mobil mabuk tabrak gardu listrik kontrak dicancel sokor nyetir mabuk salah fatal mata publik
@cimolbbb @northsukkmay @convomf nyetir mobil dengan kadar alkohol berlebih sampe dia nabrak semacam gardu atau box listrik gitu,cimolbbb northsukkmay convomf nyetir mobil dengan kadar alkohol berlebih sampe dia nabrak semacam gardu atau box listrik gitu,cimolbbb northsukkmay convomf nyetir mobil dengan kadar alkohol berlebih sampe dia nabrak semacam gardu atau box listrik gitu,"['cimolbbb', 'northsukkmay', 'convomf', 'nyetir', 'mobil', 'dengan', 'kadar', 'alkohol', 'berlebih', 'sampe', 'dia', 'nabrak', 'semacam', 'gardu', 'atau', 'box', 'listrik', 'gitu']","['cimolbbb', 'northsukkmay', 'convomf', 'nyetir', 'mobil', 'kadar', 'alkohol', 'berlebih', 'sampe', 'nabrak', 'gardu', 'box', 'listrik', 'gitu']",cimolbbb northsukkmay convomf nyetir mobil kadar alkohol lebih sampe nabrak gardu box listrik gitu
@hansssolo penguasaan critical minerals ini akan sangat berdampak pembuatan peralatan mobil listrik phovoltaic panel solar cell dll terkait energi terbarukan digital semiconductor solder industri stabilizer untuk kemasan makanan sehat dsb.,hansssolo penguasaan critical minerals ini akan sangat berdampak pembuatan peralatan mobil listrik phovoltaic panel solar cell dll terkait energi terbarukan digital semiconductor solder industri stabilizer untuk kemasan makanan sehat dsb,hansssolo penguasaan critical minerals ini akan sangat berdampak pembuatan peralatan mobil listrik phovoltaic panel solar cell dll terkait energi terbarukan digital semiconductor solder industri stabilizer untuk kemasan makanan sehat dsb,"['hansssolo', 'penguasaan', 'critical', 'minerals', 'ini', 'akan', 'sangat', 'berdampak', 'pembuatan', 'peralatan', 'mobil', 'listrik', 'phovoltaic', 'panel', 'solar', 'cell', 'dll', 'terkait', 'energi', 'terbarukan', 'digital', 'semiconductor', 'solder', 'industri', 'stabilizer', 'untuk', 'kemasan', 'makanan', 'sehat', 'dsb']","['hansssolo', 'penguasaan', 'critical', 'minerals', 'berdampak', 'pembuatan', 'peralatan', 'mobil', 'listrik', 'phovoltaic', 'panel', 'solar', 'cell', 'dll', 'terkait', 'energi', 'terbarukan', 'digital', 'semiconductor', 'solder', 'industri', 'stabilizer', 'kemasan', 'makanan', 'sehat', 'dsb']",hansssolo kuasa critical minerals dampak buat alat mobil listrik phovoltaic panel solar cell dll kait energi baru digital semiconductor solder industri stabilizer kemas makan sehat dsb
@pramuhtialll mana besok tanggal bagus dan banyak promo dan malam ini mantengin live jam 8 malam buat dapetin mobil hp sepeda listrik dll. semuanya cuma ada di #MobilAgyaRp1diShopeeLive,pramuhtialll mana besok tanggal bagus dan banyak promo dan malam ini mantengin live jam  malam buat dapetin mobil hp sepeda listrik dll semuanya cuma ada di MobilAgyaRpdiShopeeLive,pramuhtialll mana besok tanggal bagus dan banyak promo dan malam ini mantengin live jam  malam buat dapetin mobil hp sepeda listrik dll semuanya cuma ada di mobilagyarpdishopeelive,"['pramuhtialll', 'mana', 'besok', 'tanggal', 'bagus', 'dan', 'banyak', 'promo', 'dan', 'malam', 'ini', 'mantengin', 'live', 'jam', 'malam', 'buat', 'dapetin', 'mobil', 'hp', 'sepeda', 'listrik', 'dll', 'semuanya', 'cuma', 'ada', 'di', 'mobilagyarpdishopeelive']","['pramuhtialll', 'besok', 'tanggal', 'bagus', 'promo', 'malam', 'mantengin', 'live', 'jam', 'malam', 'dapetin', 'mobil', 'hp', 'sepeda', 'listrik', 'dll', 'mobilagyarpdishopeelive']",pramuhtialll besok tanggal bagus promo malam mantengin live jam malam dapetin mobil hp sepeda listrik dll mobilagyarpdishopeelive
Mobil listrik kalo kena banjir konslet kaga ya ?,Mobil listrik kalo kena banjir konslet kaga ya ,mobil listrik kalo kena banjir konslet kaga ya ,"['mobil', 'listrik', 'kalo', 'kena', 'banjir', 'konslet', 'kaga', 'ya']","['mobil', 'listrik', 'kalo', 'kena', 'banjir', 'konslet', 'kaga', 'ya']",mobil listrik kalo kena banjir konslet kaga ya
@bambeebi @convomf Dia tuh awalnya DUI bawa mobil sambil mabok trus nabrak properti apaa gitu sampe 1 blok listrik mati beberapa jam eh dianya kabur. Semenjak itu dicancel deh trus dia ada up sg part time di coffee shop(?) pas dicross check ke pemiliknya saeron ga kerja di situ-,bambeebi convomf Dia tuh awalnya DUI bawa mobil sambil mabok trus nabrak properti apaa gitu sampe  blok listrik mati beberapa jam eh dianya kabur Semenjak itu dicancel deh trus dia ada up sg part time di coffee shop pas dicross check ke pemiliknya saeron ga kerja di situ,bambeebi convomf dia tuh awalnya dui bawa mobil sambil mabok trus nabrak properti apaa gitu sampe  blok listrik mati beberapa jam eh dianya kabur semenjak itu dicancel deh trus dia ada up sg part time di coffee shop pas dicross check ke pemiliknya saeron ga kerja di situ,"['bambeebi', 'convomf', 'dia', 'tuh', 'awalnya', 'dui', 'bawa', 'mobil', 'sambil', 'mabok', 'trus', 'nabrak', 'properti', 'apaa', 'gitu', 'sampe', 'blok', 'listrik', 'mati', 'beberapa', 'jam', 'eh', 'dianya', 'kabur', 'semenjak', 'itu', 'dicancel', 'deh', 'trus', 'dia', 'ada', 'up', 'sg', 'part', 'time', 'di', 'coffee', 'shop', 'pas', 'dicross', 'check', 'ke', 'pemiliknya', 'saeron', 'ga', 'kerja', 'di', 'situ']","['bambeebi', 'convomf', 'tuh', 'dui', 'bawa', 'mobil', 'mabok', 'trus', 'nabrak', 'properti', 'apaa', 'gitu', 'sampe', 'blok', 'listrik', 'mati', 'jam', 'eh', 'dianya', 'kabur', 'semenjak', 'dicancel', 'deh', 'trus', 'up', 'sg', 'part', 'time', 'coffee', 'shop', 'pas', 'dicross', 'check', 'pemiliknya', 'saeron', 'ga', 'kerja', 'situ']",bambeebi convomf tuh dui bawa mobil mabok trus nabrak properti apaa gitu sampe blok listrik mati jam eh dia kabur semenjak dicancel deh trus up sg part time coffee shop pas dicross check milik saeron ga kerja situ
@jaluwibowoaji Belum cukup resource energinya mas. Kalo sekarang baru ada yang namanya Regenerative Braking di mobil listrik mayan bisa nambah daya batre.,jaluwibowoaji Belum cukup resource energinya mas Kalo sekarang baru ada yang namanya Regenerative Braking di mobil listrik mayan bisa nambah daya batre,jaluwibowoaji belum cukup resource energinya mas kalo sekarang baru ada yang namanya regenerative braking di mobil listrik mayan bisa nambah daya batre,"['jaluwibowoaji', 'belum', 'cukup', 'resource', 'energinya', 'mas', 'kalo', 'sekarang', 'baru', 'ada', 'yang', 'namanya', 'regenerative', 'braking', 'di', 'mobil', 'listrik', 'mayan', 'bisa', 'nambah', 'daya', 'batre']","['jaluwibowoaji', 'resource', 'energinya', 'mas', 'kalo', 'namanya', 'regenerative', 'braking', 'mobil', 'listrik', 'mayan', 'nambah', 'daya', 'batre']",jaluwibowoaji resource energi mas kalo nama regenerative braking mobil listrik mayan nambah daya batre
@magicpetalism Kendaraan listrik semakin mendominasi jalan-jalan! Yuk mari kita #NgobrolinEVdiITS untuk berbagi ide dan pengalaman tentang penggunaan mobil listrik dan masa depan mobilitas berkelanjutan,magicpetalism Kendaraan listrik semakin mendominasi jalanjalan Yuk mari kita NgobrolinEVdiITS untuk berbagi ide dan pengalaman tentang penggunaan mobil listrik dan masa depan mobilitas berkelanjutan,magicpetalism kendaraan listrik semakin mendominasi jalanjalan yuk mari kita ngobrolinevdiits untuk berbagi ide dan pengalaman tentang penggunaan mobil listrik dan masa depan mobilitas berkelanjutan,"['magicpetalism', 'kendaraan', 'listrik', 'semakin', 'mendominasi', 'jalanjalan', 'yuk', 'mari', 'kita', 'ngobrolinevdiits', 'untuk', 'berbagi', 'ide', 'dan', 'pengalaman', 'tentang', 'penggunaan', 'mobil', 'listrik', 'dan', 'masa', 'depan', 'mobilitas', 'berkelanjutan']","['magicpetalism', 'kendaraan', 'listrik', 'mendominasi', 'jalanjalan', 'yuk', 'mari', 'ngobrolinevdiits', 'berbagi', 'ide', 'pengalaman', 'penggunaan', 'mobil', 'listrik', 'mobilitas', 'berkelanjutan']",magicpetalism kendara listrik dominasi jalanjalan yuk mari ngobrolinevdiits bagi ide alam guna mobil listrik mobilitas lanjut
@ilysatepadang biaya pemeliharaan mobil listrik lebih murah kan? hemat banget! #NgobrolinEVdiITS,ilysatepadang biaya pemeliharaan mobil listrik lebih murah kan hemat banget NgobrolinEVdiITS,ilysatepadang biaya pemeliharaan mobil listrik lebih murah kan hemat banget ngobrolinevdiits,"['ilysatepadang', 'biaya', 'pemeliharaan', 'mobil', 'listrik', 'lebih', 'murah', 'kan', 'hemat', 'banget', 'ngobrolinevdiits']","['ilysatepadang', 'biaya', 'pemeliharaan', 'mobil', 'listrik', 'murah', 'hemat', 'banget', 'ngobrolinevdiits']",ilysatepadang biaya pelihara mobil listrik murah hemat banget ngobrolinevdiits
@clueless_violet @jsuhmanis @pnsdaerahjelata BerKebalikan sm yg ngomongin IKN katanya ada mobil terbang tiang listrik bs bicara kerja di atas pohon ,cluelessviolet jsuhmanis pnsdaerahjelata BerKebalikan sm yg ngomongin IKN katanya ada mobil terbang tiang listrik bs bicara kerja di atas pohon ,cluelessviolet jsuhmanis pnsdaerahjelata berkebalikan sm yg ngomongin ikn katanya ada mobil terbang tiang listrik bs bicara kerja di atas pohon ,"['cluelessviolet', 'jsuhmanis', 'pnsdaerahjelata', 'berkebalikan', 'sm', 'yg', 'ngomongin', 'ikn', 'katanya', 'ada', 'mobil', 'terbang', 'tiang', 'listrik', 'bs', 'bicara', 'kerja', 'di', 'atas', 'pohon']","['cluelessviolet', 'jsuhmanis', 'pnsdaerahjelata', 'berkebalikan', 'sm', 'yg', 'ngomongin', 'ikn', 'mobil', 'terbang', 'tiang', 'listrik', 'bs', 'bicara', 'kerja', 'pohon']",cluelessviolet jsuhmanis pnsdaerahjelata balik sm yg ngomongin ikn mobil terbang tiang listrik bs bicara kerja pohon
@convomfs kalo belom termasuk listrik air segala macem si kayanya kurang ya. belum lagi mobil kan perawatan nya mahal. tapi pinter2 ngaturnya aja si kalo memang butuh pasti cukup,convomfs kalo belom termasuk listrik air segala macem si kayanya kurang ya belum lagi mobil kan perawatan nya mahal tapi pinter ngaturnya aja si kalo memang butuh pasti cukup,convomfs kalo belom termasuk listrik air segala macem si kayanya kurang ya belum lagi mobil kan perawatan nya mahal tapi pinter ngaturnya aja si kalo memang butuh pasti cukup,"['convomfs', 'kalo', 'belom', 'termasuk', 'listrik', 'air', 'segala', 'macem', 'si', 'kayanya', 'kurang', 'ya', 'belum', 'lagi', 'mobil', 'kan', 'perawatan', 'nya', 'mahal', 'tapi', 'pinter', 'ngaturnya', 'aja', 'si', 'kalo', 'memang', 'butuh', 'pasti', 'cukup']","['convomfs', 'kalo', 'belom', 'listrik', 'air', 'macem', 'si', 'kayanya', 'ya', 'mobil', 'perawatan', 'nya', 'mahal', 'pinter', 'ngaturnya', 'aja', 'si', 'kalo', 'butuh']",convomfs kalo bom listrik air macem si kaya ya mobil awat nya mahal pinter ngaturnya aja si kalo butuh
 wdyt 4 juta sebulan buat hidup keluarga 4 orang kendaraan mobil 1 gak termasuk cicilan listrik air dll wilayah luar jabodetabek? cukup gak?, wdyt  juta sebulan buat hidup keluarga  orang kendaraan mobil  gak termasuk cicilan listrik air dll wilayah luar jabodetabek cukup gak, wdyt  juta sebulan buat hidup keluarga  orang kendaraan mobil  gak termasuk cicilan listrik air dll wilayah luar jabodetabek cukup gak,"['wdyt', 'juta', 'sebulan', 'buat', 'hidup', 'keluarga', 'orang', 'kendaraan', 'mobil', 'gak', 'termasuk', 'cicilan', 'listrik', 'air', 'dll', 'wilayah', 'luar', 'jabodetabek', 'cukup', 'gak']","['wdyt', 'juta', 'sebulan', 'hidup', 'keluarga', 'orang', 'kendaraan', 'mobil', 'gak', 'cicilan', 'listrik', 'air', 'dll', 'wilayah', 'jabodetabek', 'gak']",wdyt juta bulan hidup keluarga orang kendara mobil gak cicil listrik air dll wilayah jabodetabek gak
@Pai_C1 lagi ngelamun itu liat aja tatapan ksng entah kmana pusing buat bayar utang di warung mana beras gula minyak gas pada abis di rumah token listrik juga udah meraung raung dari semalem kalo w di posisi yg bawa mobil udah klakson panjang itung bantuin ibu nya biar sadar,PaiC lagi ngelamun itu liat aja tatapan ksng entah kmana pusing buat bayar utang di warung mana beras gula minyak gas pada abis di rumah token listrik juga udah meraung raung dari semalem kalo w di posisi yg bawa mobil udah klakson panjang itung bantuin ibu nya biar sadar,paic lagi ngelamun itu liat aja tatapan ksng entah kmana pusing buat bayar utang di warung mana beras gula minyak gas pada abis di rumah token listrik juga udah meraung raung dari semalem kalo w di posisi yg bawa mobil udah klakson panjang itung bantuin ibu nya biar sadar,"['paic', 'lagi', 'ngelamun', 'itu', 'liat', 'aja', 'tatapan', 'ksng', 'entah', 'kmana', 'pusing', 'buat', 'bayar', 'utang', 'di', 'warung', 'mana', 'beras', 'gula', 'minyak', 'gas', 'pada', 'abis', 'di', 'rumah', 'token', 'listrik', 'juga', 'udah', 'meraung', 'raung', 'dari', 'semalem', 'kalo', 'w', 'di', 'posisi', 'yg', 'bawa', 'mobil', 'udah', 'klakson', 'panjang', 'itung', 'bantuin', 'ibu', 'nya', 'biar', 'sadar']","['paic', 'ngelamun', 'liat', 'aja', 'tatapan', 'ksng', 'kmana', 'pusing', 'bayar', 'utang', 'warung', 'beras', 'gula', 'minyak', 'gas', 'abis', 'rumah', 'token', 'listrik', 'udah', 'meraung', 'raung', 'semalem', 'kalo', 'w', 'posisi', 'yg', 'bawa', 'mobil', 'udah', 'klakson', 'itung', 'bantuin', 'nya', 'biar', 'sadar']",paic ngelamun liat aja tatap ksng kmana pusing bayar utang warung beras gula minyak gas abis rumah token listrik udah raung raung semalem kalo w posisi yg bawa mobil udah klakson itung bantuin nya biar sadar
