full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
Pameran bareng kompetitor mobil listrik yang lagi rame dibahas dan yak yang pegang merk mobil ini ya grup itu lagi itu lagi.,Pameran bareng kompetitor mobil listrik yang lagi rame dibahas dan yak yang pegang merk mobil ini ya grup itu lagi itu lagi,pameran bareng kompetitor mobil listrik yang lagi rame dibahas dan yak yang pegang merk mobil ini ya grup itu lagi itu lagi,"['pameran', 'bareng', 'kompetitor', 'mobil', 'listrik', 'yang', 'lagi', 'rame', 'dibahas', 'dan', 'yak', 'yang', 'pegang', 'merk', 'mobil', 'ini', 'ya', 'grup', 'itu', 'lagi', 'itu', 'lagi']","['pameran', 'bareng', 'kompetitor', 'mobil', 'listrik', 'rame', 'dibahas', 'yak', 'pegang', 'merk', 'mobil', 'ya', 'grup']",pamer bareng kompetitor mobil listrik rame bahas yak pegang merk mobil ya grup,1
@innovacommunity Mobil listrik serasa laptop/hape,Mobil listrik serasa laptophape,mobil listrik serasa laptophape,"['mobil', 'listrik', 'serasa', 'laptophape']","['mobil', 'listrik', 'serasa', 'laptophape']",mobil listrik serasa laptophape,1
@behakawe @ridwanhr Klo sudah MAHIR pke TAMIYA.. berarti worth it beli mobil listrik..,Klo sudah MAHIR pke TAMIYA berarti worth it beli mobil listrik,klo sudah mahir pke tamiya berarti worth it beli mobil listrik,"['klo', 'sudah', 'mahir', 'pke', 'tamiya', 'berarti', 'worth', 'it', 'beli', 'mobil', 'listrik']","['klo', 'mahir', 'pke', 'tamiya', 'worth', 'it', 'beli', 'mobil', 'listrik']",klo mahir pke tamiya worth it beli mobil listrik,1
@Nemesis_34N KAPAL CINA 🇨🇳 DATENG BAWA MOTOR LISTRIK BAWA WARGANYA NAH KITA SURUH BAYAR MOTOR/MOBIL LISTRIK LALU KAPAL CINA 🇨🇳 BALIK BAWA HASIL BUMI TAMBANG TERMASUK UANG CASH SELURUH RAKYAT NKRI TERNYATA RATUSAN JUTA RAKYAT NKRI DIPERES DIPELINTIR BUAT SEJAHTERAKAN MILYARAN CINA,KAPAL CINA  DATENG BAWA MOTOR LISTRIK BAWA WARGANYA NAH KITA SURUH BAYAR MOTORMOBIL LISTRIK LALU KAPAL CINA  BALIK BAWA HASIL BUMI TAMBANG TERMASUK UANG CASH SELURUH RAKYAT NKRI TERNYATA RATUSAN JUTA RAKYAT NKRI DIPERES DIPELINTIR BUAT SEJAHTERAKAN MILYARAN CINA,kapal cina  dateng bawa motor listrik bawa warganya nah kita suruh bayar motormobil listrik lalu kapal cina  balik bawa hasil bumi tambang termasuk uang cash seluruh rakyat nkri ternyata ratusan juta rakyat nkri diperes dipelintir buat sejahterakan milyaran cina,"['kapal', 'cina', 'dateng', 'bawa', 'motor', 'listrik', 'bawa', 'warganya', 'nah', 'kita', 'suruh', 'bayar', 'motormobil', 'listrik', 'lalu', 'kapal', 'cina', 'balik', 'bawa', 'hasil', 'bumi', 'tambang', 'termasuk', 'uang', 'cash', 'seluruh', 'rakyat', 'nkri', 'ternyata', 'ratusan', 'juta', 'rakyat', 'nkri', 'diperes', 'dipelintir', 'buat', 'sejahterakan', 'milyaran', 'cina']","['kapal', 'cina', 'dateng', 'bawa', 'motor', 'listrik', 'bawa', 'warganya', 'suruh', 'bayar', 'motormobil', 'listrik', 'kapal', 'cina', 'bawa', 'hasil', 'bumi', 'tambang', 'uang', 'cash', 'rakyat', 'nkri', 'ratusan', 'juta', 'rakyat', 'nkri', 'diperes', 'dipelintir', 'sejahterakan', 'milyaran', 'cina']",kapal cina dateng bawa motor listrik bawa warga suruh bayar motormobil listrik kapal cina bawa hasil bumi tambang uang cash rakyat nkri ratus juta rakyat nkri peres pelintir sejahtera milyaran cina,0
Kami mempersiapkan 3 kategori utk tiap range harga: - 2 baris (5 penumpang) - 3 baris (7 penumpang) - Mobil listrik (EV) Sedangkan range harganya sendiri: - 400 - 500 juta - 300 - 400 juta - 200 - 300 juta - 100 - 200 juta - 50 - 100 juta Yuk langsung kita mulai dr yg teratas!,Kami mempersiapkan  kategori utk tiap range harga   baris  penumpang   baris  penumpang  Mobil listrik EV Sedangkan range harganya sendiri     juta     juta     juta     juta     juta Yuk langsung kita mulai dr yg teratas,kami mempersiapkan  kategori utk tiap range harga   baris  penumpang   baris  penumpang  mobil listrik ev sedangkan range harganya sendiri     juta     juta     juta     juta     juta yuk langsung kita mulai dr yg teratas,"['kami', 'mempersiapkan', 'kategori', 'utk', 'tiap', 'range', 'harga', 'baris', 'penumpang', 'baris', 'penumpang', 'mobil', 'listrik', 'ev', 'sedangkan', 'range', 'harganya', 'sendiri', 'juta', 'juta', 'juta', 'juta', 'juta', 'yuk', 'langsung', 'kita', 'mulai', 'dr', 'yg', 'teratas']","['kategori', 'utk', 'range', 'harga', 'baris', 'penumpang', 'baris', 'penumpang', 'mobil', 'listrik', 'ev', 'range', 'harganya', 'juta', 'juta', 'juta', 'juta', 'juta', 'yuk', 'langsung', 'dr', 'yg', 'teratas']",kategori utk range harga baris tumpang baris tumpang mobil listrik ev range harga juta juta juta juta juta yuk langsung dr yg atas,1
@SelebtwitMobil Yang lebih sempit lagi mobil listrik yang dikonversi dari sasis mobil ICE macam Kona EV gen 1. Duduk di baris keduanya berasa jongkok karena jarak kursi dengan lantai yang rendah.,Yang lebih sempit lagi mobil listrik yang dikonversi dari sasis mobil ICE macam Kona EV gen  Duduk di baris keduanya berasa jongkok karena jarak kursi dengan lantai yang rendah,yang lebih sempit lagi mobil listrik yang dikonversi dari sasis mobil ice macam kona ev gen  duduk di baris keduanya berasa jongkok karena jarak kursi dengan lantai yang rendah,"['yang', 'lebih', 'sempit', 'lagi', 'mobil', 'listrik', 'yang', 'dikonversi', 'dari', 'sasis', 'mobil', 'ice', 'macam', 'kona', 'ev', 'gen', 'duduk', 'di', 'baris', 'keduanya', 'berasa', 'jongkok', 'karena', 'jarak', 'kursi', 'dengan', 'lantai', 'yang', 'rendah']","['sempit', 'mobil', 'listrik', 'dikonversi', 'sasis', 'mobil', 'ice', 'kona', 'ev', 'gen', 'duduk', 'baris', 'berasa', 'jongkok', 'jarak', 'kursi', 'lantai', 'rendah']",sempit mobil listrik konversi sasis mobil ice kona ev gen duduk baris asa jongkok jarak kursi lantai rendah,0
Min tadi ada kabel di tiang listrik di depan dinas kehutanan kebakaran jakarta (Jl. K.S. Tubun No.1 2 RT.2/RW.5 Petamburan Kecamatan Tanah Abang Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta 10260) @pln_123 tadi ga sempet foto krn lagi di mobil dan skrg udah padam mungkin,Min tadi ada kabel di tiang listrik di depan dinas kehutanan kebakaran jakarta Jl KS Tubun No  RTRW Petamburan Kecamatan Tanah Abang Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta   tadi ga sempet foto krn lagi di mobil dan skrg udah padam mungkin,min tadi ada kabel di tiang listrik di depan dinas kehutanan kebakaran jakarta jl ks tubun no  rtrw petamburan kecamatan tanah abang kota jakarta pusat daerah khusus ibukota jakarta   tadi ga sempet foto krn lagi di mobil dan skrg udah padam mungkin,"['min', 'tadi', 'ada', 'kabel', 'di', 'tiang', 'listrik', 'di', 'depan', 'dinas', 'kehutanan', 'kebakaran', 'jakarta', 'jl', 'ks', 'tubun', 'no', 'rtrw', 'petamburan', 'kecamatan', 'tanah', 'abang', 'kota', 'jakarta', 'pusat', 'daerah', 'khusus', 'ibukota', 'jakarta', 'tadi', 'ga', 'sempet', 'foto', 'krn', 'lagi', 'di', 'mobil', 'dan', 'skrg', 'udah', 'padam', 'mungkin']","['min', 'kabel', 'tiang', 'listrik', 'dinas', 'kehutanan', 'kebakaran', 'jakarta', 'jl', 'ks', 'tubun', 'no', 'rtrw', 'petamburan', 'kecamatan', 'tanah', 'abang', 'kota', 'jakarta', 'pusat', 'daerah', 'khusus', 'ibukota', 'jakarta', 'ga', 'sempet', 'foto', 'krn', 'mobil', 'skrg', 'udah', 'padam']",min kabel tiang listrik dinas hutan bakar jakarta jl ks tubun no rtrw tambur camat tanah abang kota jakarta pusat daerah khusus ibukota jakarta ga sempet foto krn mobil skrg udah padam,0
@OssasUzumaki Yup termasuk. 99% mobil Ladder Frame dan mobil listrik termasuk. Hanya ada 1% pengecualian yg kebanyakan gak masuk Indonesia,Yup termasuk  mobil Ladder Frame dan mobil listrik termasuk Hanya ada  pengecualian yg kebanyakan gak masuk Indonesia,yup termasuk  mobil ladder frame dan mobil listrik termasuk hanya ada  pengecualian yg kebanyakan gak masuk indonesia,"['yup', 'termasuk', 'mobil', 'ladder', 'frame', 'dan', 'mobil', 'listrik', 'termasuk', 'hanya', 'ada', 'pengecualian', 'yg', 'kebanyakan', 'gak', 'masuk', 'indonesia']","['yup', 'mobil', 'ladder', 'frame', 'mobil', 'listrik', 'pengecualian', 'yg', 'kebanyakan', 'gak', 'masuk', 'indonesia']",yup mobil ladder frame mobil listrik kecuali yg banyak gak masuk indonesia,1
@ElokPutput Solusinya hilirisasi dan mobil listrik kak,Solusinya hilirisasi dan mobil listrik kak,solusinya hilirisasi dan mobil listrik kak,"['solusinya', 'hilirisasi', 'dan', 'mobil', 'listrik', 'kak']","['solusinya', 'hilirisasi', 'mobil', 'listrik', 'kak']",solusi hilir mobil listrik kak,1
@KiaraPcc @jr205newlivery Ke Bakrie kan karna last minute wakakak. Anin Bakrie minta Astra bantu invest develop mobil listrik sama proyek2 EBT lain hahahaj,Ke Bakrie kan karna last minute wakakak Anin Bakrie minta Astra bantu invest develop mobil listrik sama proyek EBT lain hahahaj,ke bakrie kan karna last minute wakakak anin bakrie minta astra bantu invest develop mobil listrik sama proyek ebt lain hahahaj,"['ke', 'bakrie', 'kan', 'karna', 'last', 'minute', 'wakakak', 'anin', 'bakrie', 'minta', 'astra', 'bantu', 'invest', 'develop', 'mobil', 'listrik', 'sama', 'proyek', 'ebt', 'lain', 'hahahaj']","['bakrie', 'karna', 'last', 'minute', 'wakakak', 'anin', 'bakrie', 'astra', 'bantu', 'invest', 'develop', 'mobil', 'listrik', 'proyek', 'ebt', 'hahahaj']",bakrie karna last mute wakakak anin bakrie astra bantu invest develop mobil listrik proyek ebt hahahaj,1
@MardaniAliSera 2 hal yg urgent bodat...penggalakan listrik dan pembangunan trotoar....emangnya pembangunan trotoar berhenti karena subsidi mobil listrik?...logika politisi bahlul kaya kau itu memang ajaib.,hal yg urgent bodatpenggalakan listrik dan pembangunan trotoaremangnya pembangunan trotoar berhenti karena subsidi mobil listriklogika politisi bahlul kaya kau itu memang ajaib,hal yg urgent bodatpenggalakan listrik dan pembangunan trotoaremangnya pembangunan trotoar berhenti karena subsidi mobil listriklogika politisi bahlul kaya kau itu memang ajaib,"['hal', 'yg', 'urgent', 'bodatpenggalakan', 'listrik', 'dan', 'pembangunan', 'trotoaremangnya', 'pembangunan', 'trotoar', 'berhenti', 'karena', 'subsidi', 'mobil', 'listriklogika', 'politisi', 'bahlul', 'kaya', 'kau', 'itu', 'memang', 'ajaib']","['yg', 'urgent', 'bodatpenggalakan', 'listrik', 'pembangunan', 'trotoaremangnya', 'pembangunan', 'trotoar', 'berhenti', 'subsidi', 'mobil', 'listriklogika', 'politisi', 'bahlul', 'kaya', 'kau', 'ajaib']",yg urgent bodatpenggalakan listrik bangun trotoaremangnya bangun trotoar henti subsidi mobil listriklogika politis bahlul kaya kau ajaib,0
@fffaaannnnn WKWKWK bentar minta tutor dlu sama ci helena Itu mobil listrik ta?,WKWKWK bentar minta tutor dlu sama ci helena Itu mobil listrik ta,wkwkwk bentar minta tutor dlu sama ci helena itu mobil listrik ta,"['wkwkwk', 'bentar', 'minta', 'tutor', 'dlu', 'sama', 'ci', 'helena', 'itu', 'mobil', 'listrik', 'ta']","['wkwkwk', 'bentar', 'tutor', 'dlu', 'ci', 'helena', 'mobil', 'listrik', 'ta']",wkwkwk bentar tutor dlu ci helena mobil listrik ta,1
@ardisatriawan dibilang uang bukan segalanya kalo gitu minimal guru dokter perawat &amp; pekerja se bidang harus bebas pajak kecuali PPN. ga perlu bayar PPh PBB listrik PLN dpt potongan klo rumahnya under 900VA PDAM &amp; PGN dpt diskon sm bebas Pajak Kendaraan 1 motor &amp; 1 mobil under 500jt,dibilang uang bukan segalanya kalo gitu minimal guru dokter perawat amp pekerja se bidang harus bebas pajak kecuali PPN ga perlu bayar PPh PBB listrik PLN dpt potongan klo rumahnya under VA PDAM amp PGN dpt diskon sm bebas Pajak Kendaraan  motor amp  mobil under jt,dibilang uang bukan segalanya kalo gitu minimal guru dokter perawat amp pekerja se bidang harus bebas pajak kecuali ppn ga perlu bayar pph pbb listrik pln dpt potongan klo rumahnya under va pdam amp pgn dpt diskon sm bebas pajak kendaraan  motor amp  mobil under jt,"['dibilang', 'uang', 'bukan', 'segalanya', 'kalo', 'gitu', 'minimal', 'guru', 'dokter', 'perawat', 'amp', 'pekerja', 'se', 'bidang', 'harus', 'bebas', 'pajak', 'kecuali', 'ppn', 'ga', 'perlu', 'bayar', 'pph', 'pbb', 'listrik', 'pln', 'dpt', 'potongan', 'klo', 'rumahnya', 'under', 'va', 'pdam', 'amp', 'pgn', 'dpt', 'diskon', 'sm', 'bebas', 'pajak', 'kendaraan', 'motor', 'amp', 'mobil', 'under', 'jt']","['dibilang', 'uang', 'kalo', 'gitu', 'minimal', 'guru', 'dokter', 'perawat', 'amp', 'pekerja', 'bidang', 'bebas', 'pajak', 'kecuali', 'ppn', 'ga', 'bayar', 'pph', 'pbb', 'listrik', 'pln', 'dpt', 'potongan', 'klo', 'rumahnya', 'under', 'va', 'pdam', 'amp', 'pgn', 'dpt', 'diskon', 'sm', 'bebas', 'pajak', 'kendaraan', 'motor', 'amp', 'mobil', 'under', 'jt']",bilang uang kalo gitu minimal guru dokter awat amp kerja bidang bebas pajak kecuali ppn ga bayar pph pbb listrik pln dpt potong klo rumah under va pdam amp pgn dpt diskon sm bebas pajak kendara motor amp mobil under jt,1
Baru setelah itu nikah kedua ortu naik haji kalau bsa bareng saya&amp;istri beli rumah(di kota)&amp;mobil listrik(byd dolphin?) jalan2 keliling dunia(bisa coba s2 di luar dlu) cari tanah/rumah untuk pensiun di desa(lengkap dgn solar panel sistem panen air hujan internet stabl dst),Baru setelah itu nikah kedua ortu naik haji kalau bsa bareng sayaampistri beli rumahdi kotaampmobil listrikbyd dolphin jalan keliling duniabisa coba s di luar dlu cari tanahrumah untuk pensiun di desalengkap dgn solar panel sistem panen air hujan internet stabl dst,baru setelah itu nikah kedua ortu naik haji kalau bsa bareng sayaampistri beli rumahdi kotaampmobil listrikbyd dolphin jalan keliling duniabisa coba s di luar dlu cari tanahrumah untuk pensiun di desalengkap dgn solar panel sistem panen air hujan internet stabl dst,"['baru', 'setelah', 'itu', 'nikah', 'kedua', 'ortu', 'naik', 'haji', 'kalau', 'bsa', 'bareng', 'sayaampistri', 'beli', 'rumahdi', 'kotaampmobil', 'listrikbyd', 'dolphin', 'jalan', 'keliling', 'duniabisa', 'coba', 's', 'di', 'luar', 'dlu', 'cari', 'tanahrumah', 'untuk', 'pensiun', 'di', 'desalengkap', 'dgn', 'solar', 'panel', 'sistem', 'panen', 'air', 'hujan', 'internet', 'stabl', 'dst']","['nikah', 'ortu', 'haji', 'bsa', 'bareng', 'sayaampistri', 'beli', 'rumahdi', 'kotaampmobil', 'listrikbyd', 'dolphin', 'jalan', 'keliling', 'duniabisa', 'coba', 's', 'dlu', 'cari', 'tanahrumah', 'pensiun', 'desalengkap', 'dgn', 'solar', 'panel', 'sistem', 'panen', 'air', 'hujan', 'internet', 'stabl', 'dst']",nikah ortu haji bsa bareng sayaampistri beli rumahdi kotaampmobil listrikbyd dolphin jalan keliling duniabisa coba s dlu cari tanahrumah pensiun desalengkap dgn solar panel sistem panen air hujan internet stabl dst,1
@khadajhin__ aga mustahil sih kalo ini.. kapasitas baterenya yg blom sebanyak mobil pribadi yg udh ada karna range batere di bus listrik baru mampu sampe 250km.. tapi ga nutup kemungkinan d masa depan bakal ada bus listrik dengan kemampuan d atas 400km,aga mustahil sih kalo ini kapasitas baterenya yg blom sebanyak mobil pribadi yg udh ada karna range batere di bus listrik baru mampu sampe km tapi ga nutup kemungkinan d masa depan bakal ada bus listrik dengan kemampuan d atas km,aga mustahil sih kalo ini kapasitas baterenya yg blom sebanyak mobil pribadi yg udh ada karna range batere di bus listrik baru mampu sampe km tapi ga nutup kemungkinan d masa depan bakal ada bus listrik dengan kemampuan d atas km,"['aga', 'mustahil', 'sih', 'kalo', 'ini', 'kapasitas', 'baterenya', 'yg', 'blom', 'sebanyak', 'mobil', 'pribadi', 'yg', 'udh', 'ada', 'karna', 'range', 'batere', 'di', 'bus', 'listrik', 'baru', 'mampu', 'sampe', 'km', 'tapi', 'ga', 'nutup', 'kemungkinan', 'd', 'masa', 'depan', 'bakal', 'ada', 'bus', 'listrik', 'dengan', 'kemampuan', 'd', 'atas', 'km']","['aga', 'mustahil', 'sih', 'kalo', 'kapasitas', 'baterenya', 'yg', 'blom', 'mobil', 'pribadi', 'yg', 'udh', 'karna', 'range', 'batere', 'bus', 'listrik', 'sampe', 'km', 'ga', 'nutup', 'd', 'bus', 'listrik', 'kemampuan', 'd', 'km']",aga mustahil sih kalo kapasitas baterenya yg blom mobil pribadi yg udh karna range batere bus listrik sampe km ga nutup d bus listrik mampu d km,0
@kyuurash kalau aku sih tanpa rumus ya itu kan di teks ada kalimat terakhir jadi pergerakannya relatif independen termasuk soal penggunaan mobil listrik merek lain jawaban yang sesuai yang (C.) soalnya kata independen sama berdiri sendiri tuh sama (sinonim),kalau aku sih tanpa rumus ya itu kan di teks ada kalimat terakhir jadi pergerakannya relatif independen termasuk soal penggunaan mobil listrik merek lain jawaban yang sesuai yang C soalnya kata independen sama berdiri sendiri tuh sama sinonim,kalau aku sih tanpa rumus ya itu kan di teks ada kalimat terakhir jadi pergerakannya relatif independen termasuk soal penggunaan mobil listrik merek lain jawaban yang sesuai yang c soalnya kata independen sama berdiri sendiri tuh sama sinonim,"['kalau', 'aku', 'sih', 'tanpa', 'rumus', 'ya', 'itu', 'kan', 'di', 'teks', 'ada', 'kalimat', 'terakhir', 'jadi', 'pergerakannya', 'relatif', 'independen', 'termasuk', 'soal', 'penggunaan', 'mobil', 'listrik', 'merek', 'lain', 'jawaban', 'yang', 'sesuai', 'yang', 'c', 'soalnya', 'kata', 'independen', 'sama', 'berdiri', 'sendiri', 'tuh', 'sama', 'sinonim']","['sih', 'rumus', 'ya', 'teks', 'kalimat', 'pergerakannya', 'relatif', 'independen', 'penggunaan', 'mobil', 'listrik', 'merek', 'sesuai', 'c', 'independen', 'berdiri', 'tuh', 'sinonim']",sih rumus ya teks kalimat gera relatif independen guna mobil listrik merek sesuai c independen diri tuh sinonim,1
Xiaomi bikin mobil listrik kalo rusak kudu bawa ke xiaomi center kah ?,Xiaomi bikin mobil listrik kalo rusak kudu bawa ke xiaomi center kah,xiaomi bikin mobil listrik kalo rusak kudu bawa ke xiaomi center kah,"['xiaomi', 'bikin', 'mobil', 'listrik', 'kalo', 'rusak', 'kudu', 'bawa', 'ke', 'xiaomi', 'center', 'kah']","['xiaomi', 'bikin', 'mobil', 'listrik', 'kalo', 'rusak', 'kudu', 'bawa', 'xiaomi', 'center', 'kah']",xiaomi bikin mobil listrik kalo rusak kudu bawa xiaomi center kah,0
Menteri Keuangan AS Janet Yellen mengeluhkan perusahaan-perusahaan Tiongkok memproduksi terlalu banyak baterai panel surya dan mobil listrik,Menteri Keuangan AS Janet Yellen mengeluhkan perusahaanperusahaan Tiongkok memproduksi terlalu banyak baterai panel surya dan mobil listrik,menteri keuangan as janet yellen mengeluhkan perusahaanperusahaan tiongkok memproduksi terlalu banyak baterai panel surya dan mobil listrik,"['menteri', 'keuangan', 'as', 'janet', 'yellen', 'mengeluhkan', 'perusahaanperusahaan', 'tiongkok', 'memproduksi', 'terlalu', 'banyak', 'baterai', 'panel', 'surya', 'dan', 'mobil', 'listrik']","['menteri', 'keuangan', 'as', 'janet', 'yellen', 'mengeluhkan', 'perusahaanperusahaan', 'tiongkok', 'memproduksi', 'baterai', 'panel', 'surya', 'mobil', 'listrik']",menteri uang as janet yellen keluh perusahaanperusahaan tiongkok produksi baterai panel surya mobil listrik,0
@DokterTifa IKN SUBSIDI DAN BANSOS adalah nama lain dri MEGA KORUPSI. 1 contoh beli mobil atau motor listrik di subsidi.orang mampu beli mobil tandanya dia orang kaya ngapain di subsidi. Walau TDK ada laporan penjualan dri dealer subsidi tersebut tetap jalan tp entah kemana.,IKN SUBSIDI DAN BANSOS adalah nama lain dri MEGA KORUPSI  contoh beli mobil atau motor listrik di subsidiorang mampu beli mobil tandanya dia orang kaya ngapain di subsidi Walau TDK ada laporan penjualan dri dealer subsidi tersebut tetap jalan tp entah kemana,ikn subsidi dan bansos adalah nama lain dri mega korupsi  contoh beli mobil atau motor listrik di subsidiorang mampu beli mobil tandanya dia orang kaya ngapain di subsidi walau tdk ada laporan penjualan dri dealer subsidi tersebut tetap jalan tp entah kemana,"['ikn', 'subsidi', 'dan', 'bansos', 'adalah', 'nama', 'lain', 'dri', 'mega', 'korupsi', 'contoh', 'beli', 'mobil', 'atau', 'motor', 'listrik', 'di', 'subsidiorang', 'mampu', 'beli', 'mobil', 'tandanya', 'dia', 'orang', 'kaya', 'ngapain', 'di', 'subsidi', 'walau', 'tdk', 'ada', 'laporan', 'penjualan', 'dri', 'dealer', 'subsidi', 'tersebut', 'tetap', 'jalan', 'tp', 'entah', 'kemana']","['ikn', 'subsidi', 'bansos', 'nama', 'dri', 'mega', 'korupsi', 'contoh', 'beli', 'mobil', 'motor', 'listrik', 'subsidiorang', 'beli', 'mobil', 'tandanya', 'orang', 'kaya', 'ngapain', 'subsidi', 'tdk', 'laporan', 'penjualan', 'dri', 'dealer', 'subsidi', 'jalan', 'tp', 'kemana']",ikn subsidi bansos nama dri mega korupsi contoh beli mobil motor listrik subsidiorang beli mobil tanda orang kaya ngapain subsidi tdk lapor jual dri dealer subsidi jalan tp mana,0
Ini konteksnya: Xiaomi meluncurkan produk mobil listrik yg dicemooh karena mirip Porsche Taycan.,Ini konteksnya Xiaomi meluncurkan produk mobil listrik yg dicemooh karena mirip Porsche Taycan,ini konteksnya xiaomi meluncurkan produk mobil listrik yg dicemooh karena mirip porsche taycan,"['ini', 'konteksnya', 'xiaomi', 'meluncurkan', 'produk', 'mobil', 'listrik', 'yg', 'dicemooh', 'karena', 'mirip', 'porsche', 'taycan']","['konteksnya', 'xiaomi', 'meluncurkan', 'produk', 'mobil', 'listrik', 'yg', 'dicemooh', 'porsche', 'taycan']",konteks xiaomi luncur produk mobil listrik yg cemooh porsche taycan,0
@tanyakanrl Jujur gua ngelag sih bingung panik soalnya banyak banget Tapi kayaknya pertama gua mau beli rumah di mentemg dulu cash terus nyewa ART 7 beli mobil sport 3 naikin haji ortu dan gua beliin ponakan mobil²an listrik nyewa supir yang biasa lewat lintas sumatera jadi bisa ngebut,Jujur gua ngelag sih bingung panik soalnya banyak banget Tapi kayaknya pertama gua mau beli rumah di mentemg dulu cash terus nyewa ART  beli mobil sport  naikin haji ortu dan gua beliin ponakan mobilan listrik nyewa supir yang biasa lewat lintas sumatera jadi bisa ngebut,jujur gua ngelag sih bingung panik soalnya banyak banget tapi kayaknya pertama gua mau beli rumah di mentemg dulu cash terus nyewa art  beli mobil sport  naikin haji ortu dan gua beliin ponakan mobilan listrik nyewa supir yang biasa lewat lintas sumatera jadi bisa ngebut,"['jujur', 'gua', 'ngelag', 'sih', 'bingung', 'panik', 'soalnya', 'banyak', 'banget', 'tapi', 'kayaknya', 'pertama', 'gua', 'mau', 'beli', 'rumah', 'di', 'mentemg', 'dulu', 'cash', 'terus', 'nyewa', 'art', 'beli', 'mobil', 'sport', 'naikin', 'haji', 'ortu', 'dan', 'gua', 'beliin', 'ponakan', 'mobilan', 'listrik', 'nyewa', 'supir', 'yang', 'biasa', 'lewat', 'lintas', 'sumatera', 'jadi', 'bisa', 'ngebut']","['jujur', 'gua', 'ngelag', 'sih', 'bingung', 'panik', 'banget', 'kayaknya', 'gua', 'beli', 'rumah', 'mentemg', 'cash', 'nyewa', 'art', 'beli', 'mobil', 'sport', 'naikin', 'haji', 'ortu', 'gua', 'beliin', 'ponakan', 'mobilan', 'listrik', 'nyewa', 'supir', 'lintas', 'sumatera', 'ngebut']",jujur gua ngelag sih bingung panik banget kayak gua beli rumah mentemg cash nyewa art beli mobil sport naikin haji ortu gua beliin ponakan mobil listrik nyewa supir lintas sumatera ngebut,1
@convomfs hajiin orang tua &amp; keluarga rumah mobil saham emas bikin masjid sedekah bikin usaha yang mensejahterakan karyawannya investasi keliling dunia kuliah s2 s3 kuliahin adek bayar listrik air pertahun nonton konser vip setiap hari,hajiin orang tua amp keluarga rumah mobil saham emas bikin masjid sedekah bikin usaha yang mensejahterakan karyawannya investasi keliling dunia kuliah s s kuliahin adek bayar listrik air pertahun nonton konser vip setiap hari,hajiin orang tua amp keluarga rumah mobil saham emas bikin masjid sedekah bikin usaha yang mensejahterakan karyawannya investasi keliling dunia kuliah s s kuliahin adek bayar listrik air pertahun nonton konser vip setiap hari,"['hajiin', 'orang', 'tua', 'amp', 'keluarga', 'rumah', 'mobil', 'saham', 'emas', 'bikin', 'masjid', 'sedekah', 'bikin', 'usaha', 'yang', 'mensejahterakan', 'karyawannya', 'investasi', 'keliling', 'dunia', 'kuliah', 's', 's', 'kuliahin', 'adek', 'bayar', 'listrik', 'air', 'pertahun', 'nonton', 'konser', 'vip', 'setiap', 'hari']","['hajiin', 'orang', 'tua', 'amp', 'keluarga', 'rumah', 'mobil', 'saham', 'emas', 'bikin', 'masjid', 'sedekah', 'bikin', 'usaha', 'mensejahterakan', 'karyawannya', 'investasi', 'keliling', 'dunia', 'kuliah', 's', 's', 'kuliahin', 'adek', 'bayar', 'listrik', 'air', 'pertahun', 'nonton', 'konser', 'vip']",hajiin orang tua amp keluarga rumah mobil saham emas bikin masjid sedekah bikin usaha sejahtera karyawannya investasi keliling dunia kuliah s s kuliahin adek bayar listrik air tahun nonton konser vip,1
@leijun Ternyata sudah ada beritanya sejak akhir 2023. Klaimnya mampu menyaingin mobil listrik Tesla dan Porsche Benar-Benar Gokil,Ternyata sudah ada beritanya sejak akhir  Klaimnya mampu menyaingin mobil listrik Tesla dan Porsche BenarBenar Gokil,ternyata sudah ada beritanya sejak akhir  klaimnya mampu menyaingin mobil listrik tesla dan porsche benarbenar gokil,"['ternyata', 'sudah', 'ada', 'beritanya', 'sejak', 'akhir', 'klaimnya', 'mampu', 'menyaingin', 'mobil', 'listrik', 'tesla', 'dan', 'porsche', 'benarbenar', 'gokil']","['beritanya', 'klaimnya', 'menyaingin', 'mobil', 'listrik', 'tesla', 'porsche', 'benarbenar', 'gokil']",berita klaim menyaingin mobil listrik tesla porsche benarbenar gokil,1
@Anjas16 makanya pake mobil listrik,makanya pake mobil listrik,makanya pake mobil listrik,"['makanya', 'pake', 'mobil', 'listrik']","['pake', 'mobil', 'listrik']",pake mobil listrik,1
@schfess Mobil listrik,Mobil listrik,mobil listrik,"['mobil', 'listrik']","['mobil', 'listrik']",mobil listrik,1
Bjir xiaomi bikin mobil listrik,Bjir xiaomi bikin mobil listrik,bjir xiaomi bikin mobil listrik,"['bjir', 'xiaomi', 'bikin', 'mobil', 'listrik']","['bjir', 'xiaomi', 'bikin', 'mobil', 'listrik']",bjir xiaomi bikin mobil listrik,1
